Merlot,2004,#,#,#,4,3,5,111946.0,1923.0,1020822.0,15.0,359.0
Merlot,2004,4,3,5,4,3,5,0.0,124.0,0.0,15.0,0.0
Merlot,2004,4,3,5,5,2,5,0.0,126.0,1704.0,17.0,10.0
Merlot,2004,#,#,#,4,2,5,111946.0,1923.0,1020822.0,15.0,359.0
Merlot,2004,4,2,5,4,2,5,0.0,124.0,0.0,15.0,0.0
Merlot,2004,4,2,5,4,2,5,0.0,126.0,1704.0,17.0,10.0
Merlot,2004,#,#,#,3,2,5,111946.0,1923.0,1020822.0,15.0,359.0
Merlot,2004,3,2,5,5,2,5,0.0,124.0,0.0,15.0,0.0
Merlot,2004,5,2,5,5,2,5,0.0,126.0,1704.0,17.0,10.0
Merlot,2004,#,#,#,4,3,5,111946.0,1923.0,1020822.0,15.0,359.0
Merlot,2004,4,3,5,5,2,5,0.0,124.0,0.0,15.0,0.0
Merlot,2004,5,2,5,5,2,5,0.0,126.0,1704.0,17.0,10.0
Merlot,2005,#,#,#,4,3,4,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,4,3,4,5,2,5,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,5,2,5,5,2,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,5,2,5,6,2,5,0.0,102.0,829.0,15.0,7.0
Merlot,2005,6,2,5,6,2,5,67.0,70.0,3786.0,12.0,35.0
Merlot,2005,6,2,5,6,1,5,0.0,99.0,4269.0,13.0,28.0
Merlot,2005,6,1,5,6,2,5,176.0,42.0,0.0,12.0,0.0
Merlot,2005,#,#,#,4,2,5,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,4,2,5,5,2,5,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,5,2,5,5,2,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,5,2,5,6,1,5,0.0,102.0,829.0,15.0,7.0
Merlot,2005,6,1,5,6,2,5,67.0,70.0,3786.0,12.0,35.0
Merlot,2005,#,#,#,3,4,4,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,3,4,4,4,3,4,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,4,3,4,5,2,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,5,2,5,5,2,5,0.0,102.0,829.0,15.0,7.0
Merlot,2005,5,2,5,6,2,5,67.0,70.0,3786.0,12.0,35.0
Merlot,2005,6,2,5,6,2,5,0.0,99.0,4269.0,13.0,28.0
Merlot,2005,#,#,#,3,4,4,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,3,4,4,3,4,4,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,3,4,4,4,3,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,4,3,5,6,1,5,0.0,102.0,829.0,15.0,7.0
Merlot,2005,6,1,5,4,2,5,67.0,70.0,3786.0,12.0,35.0
Merlot,2005,4,2,5,5,2,5,0.0,99.0,4269.0,13.0,28.0
Merlot,2005,5,2,5,5,2,5,176.0,42.0,0.0,12.0,0.0
Merlot,2005,#,#,#,4,2,5,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,4,2,5,5,2,5,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,5,2,5,5,2,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,5,2,5,6,1,5,0.0,102.0,829.0,15.0,7.0
Merlot,2005,6,1,5,6,2,5,67.0,70.0,3786.0,12.0,35.0
Merlot,2005,#,#,#,5,2,5,83043.0,1826.0,620768.0,15.0,231.0
Merlot,2005,5,2,5,5,2,5,0.0,78.0,1359.0,16.0,13.0
Merlot,2005,5,2,5,6,2,5,0.0,115.0,2341.0,12.0,14.0
Merlot,2005,6,2,5,6,1,6,0.0,102.0,829.0,15.0,7.0
Merlot,2006,#,#,#,4,4,4,125675.0,1823.0,556943.0,16.0,212.0
Merlot,2006,4,4,4,5,2,5,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,5,2,5,6,2,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,6,2,5,7,2,5,0.0,110.0,0.0,19.0,0.0
Merlot,2006,7,2,5,6,2,5,98.0,100.0,16213.0,13.0,107.0
Merlot,2006,#,#,#,3,5,4,125675.0,1823.0,556943.0,16.0,212.0
Merlot,2006,3,5,4,5,2,5,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,5,2,5,6,1,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,#,#,#,3,5,4,125675.0,1823.0,556943.0,16.0,212.0
Merlot,2006,3,5,4,4,3,4,0.0,181.0,8747.0,15.0,36.0
Merlot,2006,4,3,4,5,2,5,552.0,112.0,2656.0,18.0,18.0
Merlot,2006,5,2,5,7,2,5,0.0,110.0,0.0,19.0,0.0
Merlot,2006,7,2,5,6,2,5,98.0,100.0,16213.0,13.0,107.0
Merlot,2006,#,#,#,3,5,4,125675.0,1823.0,556943.0,16.0,212.0
